Area,Date,Revision,Location,NMC,Description,Format,Type,Sheets,Notes
Rodney,1926,,MDL B2,,COLOUR,paper,plans (large),1-4,complete set
Rodney,1926,,MDL G 3401 G475 1878-,9673,BW,microfiche,,,
Rogersville,1906,1936,Fisher Rare Book Library,,COLOUR,paper,plans,1,
Rogersville,1906,1936,MDL B2,,COLOUR,paper,plans (large),1,complete set
Rossland,1953,1959,Fisher Rare Book Library,,COLOUR,paper,plans,15,
Rougemont,1931,,Fisher Rare Book Library,,COLOUR,paper,plans,3,
Rouyn,1952,,MDL B2,,COLOUR,paper,slips,,includes index
Rouyn,1970,,Fisher Rare Book Library,,COLOUR,paper,plans,27,
Rouyn,1970,,MDL B2,,COLOUR,paper,plans,1-24,complete set
Roxton Falls,1926,,Fisher Rare Book Library,,COLOUR,paper,plans,1,
Russell,1908,,MDL G 3401 G475 1878-,9674,BW,microfiche,,,
Saanich,1968,,Fisher Rare Book Library,,COLOUR,paper,plans,54,
Sackville,1966,,Fisher Rare Book Library,,COLOUR,paper,plans,14,
Sackville,1966,,MDL B2,,COLOUR,paper,plans,1-12,complete set
Saint John,1900,,MDL G 3401 G475 1878-,10561,BW,microfiche,,,
Saint John,1911,,MDL G 3401 G475 1878-,9072,BW,microfiche,,,
Salaberry De Valleyfield,1953,,MDL B2,,COLOUR,paper,plans,1-34,complete set
Salmon Arm,1970,,Fisher Rare Book Library,,COLOUR,paper,plans,8,
Sarnia,1958,,Fisher Rare Book Library,,COLOUR,paper,plans,101,
Sarnia,1958,,MDL B2,,COLOUR,paper,plans,1-100,complete set
Sarnia,1958,,MDL B2,,BW,paper,index,,streets
Sarnia,1958,,MDL B2,,BW,paper,index,,streets
Saskatoon,1913,1917,MDL G 3401 G475 1878-,10164,BW,microfiche,,,
Saskatoon,1923,,MDL G 3401 G475 1878-,10165,BW,microfiche,,,
Saskatoon,1923,,MDL G 3401 G475 1878-,10166,BW,microfiche,,,
Saskatoon,1923,,MDL G 3401 G475 1878-,10167,BW,microfiche,,,
Saskatoon,1923,,MDL G 3401 G475 1878-,10168,BW,microfiche,,,
Saskatoon,1958,1963,Fisher Rare Book Library,,COLOUR,paper,plans,45,Vol.1
Saskatoon,1958,,Fisher Rare Book Library,,COLOUR,paper,plans,27,Vol.2
Saskatoon,1958,1963,Fisher Rare Book Library,,COLOUR,paper,plans,24,Vol.3
Saskatoon,1958,1963,Fisher Rare Book Library,,COLOUR,paper,plans,27,Vol.4
Saskatoon,1964,,MDL B2,,COLOUR,paper,slips,,from Vol. 1
Sault Ste. Marie,1953,,Fisher Rare Book Library,,COLOUR,paper,plans,66,
Sault Ste. Marie,1953,,MDL B2,,COLOUR,paper,plans,"5-18, 21-26, 29-42, 47-50",incomplete set
Schomberg,1904,,MDL B2,,COLOUR,paper,plans (large),1,complete set
Schomberg,1904,,MDL G 3401 G475 1878-,9683,BW,microfiche,,,
Schomberg,1904,1910,MDL G 3401 G475 1878-,31792,BW,microfiche,,,
Schomberg,1904,1910,MDL G 3401 G475 1878-,9684,BW,microfiche,,,
Schomberg,1910,,MDL B2,,COLOUR,paper,slips,,
Schreiber,1950,,Fisher Rare Book Library,,COLOUR,paper,plans,4,
Schreiber,1950,,MDL B2,,COLOUR,paper,plans (large),1-4,complete set
Schumacher,1933,1937,MDL G 3401 G475 1878-,11912,BW,microfiche,,,
Schumacher,1952,,Fisher Rare Book Library,,COLOUR,paper,plans,6,
Schumacher,1952,,MDL B2,,COLOUR,paper,plans,1-6,complete set
Seaforth,1923,,Fisher Rare Book Library,,COLOUR,paper,plans,6,
Seaforth,1923,,MDL B2,,COLOUR,paper,plans (large),1-6,complete set
Sebringville,1901,,Fisher Rare Book Library,,COLOUR,paper,plans,2,
Seeley's Bay,1908,,Fisher Rare Book Library,,COLOUR,paper,plans,2,
Selkirk,1905,,MDL G 3401 G475 1878-,9689,BW,microfiche,,,
Sept Iles,1956,,Fisher Rare Book Library,,COLOUR,paper,plans,29,
Sept Iles,1956,,MDL B2,,COLOUR,paper,plans,1-27,incomplete set
Shakespeare,1901,,MDL G 3401 G475 1878-,9690,BW,microfiche,,,
Shannonville,1881,,MDL G 3401 G475 1878-,9691,BW,microfiche,,,
Shannonville,1881,1885,MDL G 3401 G475 1878-,9692,BW,microfiche,,,
Shannonville,1881,1898,MDL G 3401 G475 1878-,9693,BW,microfiche,,,
Shawinigan,1955,,Fisher Rare Book Library,,COLOUR,paper,plans,45,
Shawinigan Falls,1955,,MDL B2,,COLOUR,paper,plans,1-40,complete set
Shawville,1936,,MDL B2,,COLOUR,paper,slips,,
Shedden,1896,,Fisher Rare Book Library,,COLOUR,paper,plans,1,
Shediac,1950,,MDL B2,,COLOUR,paper,plans (large),"1-3, 6-8, 10-12",incomplete set
Shediac,1950,1954,Fisher Rare Book Library,,COLOUR,paper,plans,10,6 sh.
Shelburne,1924,,MDL G 3401 G475 1878-,9695,BW,microfiche,,,
Shelburne,1962,,Fisher Rare Book Library,,COLOUR,paper,plans,16,
Shelburne,1962,,MDL B2,,COLOUR,paper,plans,1-14,complete set
Sherbrooke,1953,,Fisher Rare Book Library,,COLOUR,paper,plans,93,
Shippagan,1959,,MDL B2,,COLOUR,paper,plans,1-16,complete set
Shippagan,1959,,Fisher Rare Book Library,,COLOUR,paper,plans,18,
Shubenacadie,1941,,Fisher Rare Book Library,,COLOUR,paper,plans,2,
Shubenacadie,1941,1947,Fisher Rare Book Library,,COLOUR,paper,plans,2,
Simcoe,1919,1929,MDL G 3401 G475 1878-,10711,BW,microfiche,,,
Simcoe,1949,,Fisher Rare Book Library,,COLOUR,paper,plans,18,
Simcoe,1949,,MDL B2,,COLOUR,paper,plans (large),1-18,complete set
Sioux Lookout,1950,,Fisher Rare Book Library,,COLOUR,paper,plans,7,
Sioux Lookout,1950,,MDL B2,,COLOUR,paper,plans (large),1-7,complete set
Smithers,1954,1959,Fisher Rare Book Library,,COLOUR,paper,plans,8,
Smiths Falls,1929,,MDL G 3401 G475 1878-,9698,BW,microfiche,,,
Smiths Falls,1959,,Fisher Rare Book Library,,COLOUR,paper,plans,30,
Smiths Falls,1959,,MDL B2,,COLOUR,paper,plans,1-24,complete set
Smithville,1885,1909,MDL G 3401 G475 1878-,13971,BW,microfiche,,,
Sorel,1947,,MDL G 3401 G475 1878-,9232,BW,microfiche,,,
Sorel,1947,,MDL B2,,COLOUR,paper,plans (large),"5, 11",incomplete set. Includes index
Souris,1962,,Fisher Rare Book Library,,COLOUR,paper,plans,7,
Souris,1962,,MDL B2,,COLOUR,paper,plans,1-5,complete set
Souris East,1956,1962,Fisher Rare Book Library,,COLOUR,paper,plans,10,
Southampton,1890,1904,MDL G 3401 G475 1878-,13972,BW,microfiche,,,
Southampton,1928,,MDL B2,,COLOUR,paper,plans (large),1,incomplete set
Southampton,1928,,Fisher Rare Book Library,,COLOUR,paper,plans,5,
South Indian,1902,,MDL G 3401 G475 1878-,9701,BW,microfiche,,,
South Porcupine,1952,,Fisher Rare Book Library,,COLOUR,paper,plans,8,
South Porcupine,1952,,MDL B2,,COLOUR,paper,plans,1-7,complete set
South River,1908,,Fisher Rare Book Library,,COLOUR,paper,plans,4,
Spanish River,1896,,Fisher Rare Book Library,,COLOUR,paper,plans,1,
Spanish River,1896,,MDL B2,,COLOUR,paper,plans (large),1,complete set
Spanish River,1896,1901,MDL G 3401 G475 1878-,9704,BW,microfiche,,,
Spanish River,1896,1905,MDL G 3401 G475 1878-,9705,BW,microfiche,,,
Spragge,1896,,Fisher Rare Book Library,,COLOUR,paper,plans,1,
Spragge,1896,,MDL B2,,COLOUR,paper,plans (large),1,complete set
Spragge,1896,,MDL G 3401 G475 1878-,9706,BW,microfiche,,,
Spragge,1896,1905,MDL G 3401 G475 1878-,9707,BW,microfiche,,,
Springfield,1906,,Fisher Rare Book Library,,COLOUR,paper,plans,3,
Springfield,1906,,MDL B2,,COLOUR,paper,plans (large),1-3,complete set
Springhill,1955,,Fisher Rare Book Library,,COLOUR,paper,plans,20,
Springhill,1955,,MDL B2,,COLOUR,paper,plans,1-18,complete set
Squamish,1957,,Fisher Rare Book Library,,COLOUR,paper,plans,5,
St. Aime,1906,,Fisher Rare Book Library,,COLOUR,paper,plans,4,
St. Andre Avelin,1908,,Fisher Rare Book Library,,COLOUR,paper,plans,2,
St. Andrews,1897,,Fisher Rare Book Library,,COLOUR,paper,plans,1,2 sh.
St. Andrews,1949,,Fisher Rare Book Library,,COLOUR,paper,plans,9,
St. Andrews,1949,,MDL B2,,COLOUR,paper,plans (large),1-9,complete set
St. Armand,1885,,Fisher Rare Book Library,,COLOUR,paper,plans,1,
St. Boniface,1959,,Fisher Rare Book Library,,COLOUR,paper,plans,63,
St. Boniface,1959,,MDL B2,,COLOUR,paper,plans,1900-1995,complete set
St. Casimir,1921,,Fisher Rare Book Library,,COLOUR,paper,plans,1,
St. Catharines,1916,,MDL G 3401 G475 1878-,9676,BW,microfiche,,,
St. Catharines,1963,,Fisher Rare Book Library,,COLOUR,paper,plans,58,Vol.1
St. Catharines,1963,,Fisher Rare Book Library,,COLOUR,paper,plans,80,Vol.2
St. Catharines,1963,,MDL B2,,COLOUR,paper,plans,100-156,Vol. 1 (complete set)
St. Catharines,1963,,MDL B2,,COLOUR,paper,plans,200-275,Vol. 2 (complete set)
St. Catharines,1963,,MDL B2,,BW,paper,index,,streets and blocks
St. Charles De Bellechasse,1906,,Fisher Rare Book Library,,COLOUR,paper,plans,3,
St. Chrysostome,1894,,Fisher Rare Book Library,,COLOUR,paper,plans,1,
St. Constant,1913,,Fisher Rare Book Library,,COLOUR,paper,plans,1,
St. Constant,1923,,MDL B2,,COLOUR,paper,slips,Trans. 23,
St. Cuthbert,1905,,Fisher Rare Book Library,,COLOUR,paper,plans,1,
St. Denis,1896,1909,MDL G 3401 G475 1878-,9236,BW,microfiche,,,
St. Etienne De La Malbaie,1953,,MDL B2,,COLOUR,paper,plans,1-17,complete set
St. Etienne De La Malbaie (Murray Bay),1953,,Fisher Rare Book Library,,COLOUR,paper,plans,20,
St. Eugene,1897,,Fisher Rare Book Library,,COLOUR,paper,plans,1,
St. Eustache,1960,,Fisher Rare Book Library,,COLOUR,paper,plans,16,
St. Eustache,1960,,MDL B2,,COLOUR,paper,plans,1-13,complete set
St. Felicien,1951,,MDL B2,,COLOUR,paper,slips,"Trans. 1, 2",
St. Francois Du.Lac,1905,,Fisher Rare Book Library,,COLOUR,paper,plans,1,
St. Gabriel De Brandon,1955,,Fisher Rare Book Library,,COLOUR,paper,plans,15,
St. Gabriel De Brandon,1955,,MDL B2,,COLOUR,paper,plans,1-13,complete set
St. George,1950,,Fisher Rare Book Library,,COLOUR,paper,plans,5,
St. George,1894,,Fisher Rare Book Library,,COLOUR,paper,plans,1,
St. George,1894,1904,MDL G 3401 G475 1878-,9678,BW,microfiche,,,
St. George,1950,,MDL B2,,COLOUR,paper,plans (large),2,incomplete set
St. George,1950,,MDL B2,,COLOUR,paper,slips,,
St. George & St. George Ouest,1960,,MDL B2,,COLOUR,paper,plans,1-21,complete set
St. Georges De Beauce,1960,,Fisher Rare Book Library,,COLOUR,paper,plans,26,
St. Germain De Grantham,1897,,Fisher Rare Book Library,,COLOUR,paper,plans,1,
St. Guillaume D'upton,1906,,Fisher Rare Book Library,,COLOUR,paper,plans,2,
St. Henri De Mascouche,1906,,Fisher Rare Book Library,,COLOUR,paper,plans,1,
St. Hilaire,1896,,Fisher Rare Book Library,,COLOUR,paper,plans,1,
St. Hyacinthe,1968,,Fisher Rare Book Library,,COLOUR,paper,plans,67,
St. Hyacinthe,1950,,MDL B2,,COLOUR,paper,slips,,
St. Hyacinthe,1951,,MDL B2,,COLOUR,paper,slips,,
St. Hyacinthe,1968,,MDL B2,,COLOUR,paper,plans,1-60,complete set
St. Irenee Les Bains,1906,,Fisher Rare Book Library,,COLOUR,paper,plans,1,
St. James,1958,1961,Fisher Rare Book Library,,COLOUR,paper,plans,64,
St. James,1958,1961,MDL B2,,COLOUR,paper,plans,pg. 6001-6177,complete set
St. Jean,1952,1969,MDL B2,,COLOUR,paper,plans,1-36,complete set
St.Jean (st. John),1952,1969,Fisher Rare Book Library,,COLOUR,paper,plans,47,
St. Jean Des Chaillons,1897,,Fisher Rare Book Library,,COLOUR,paper,plans,1,
St. Jerome,1966,,Fisher Rare Book Library,,COLOUR,paper,plans,53,
St. Jerome,1948,,MDL B2,,COLOUR,paper,slips,"Trans. 6, 19",
St. Jerome,1949,,MDL B2,,COLOUR,paper,slips,Trans. 15-18,
St. Jerome,1966,,MDL B2,,COLOUR,paper,plans,1-49,complete set
St. John,1953,1967,Fisher Rare Book Library,,COLOUR,paper,plans,132,
St. John,1893,1902,MDL G 3401 G475 1878-1911,51385,BW,microfiche,,,
St. John,1952,1957,MDL B2,,COLOUR,paper,plans,"1, 33-12, 17-20, 35-50, 53-69, 73-75, 81-85, 87-94, 97-112",incomplete set
St. John,1953,1967,MDL B2,,COLOUR,paper,plans,1-113,complete set
St. John,1967,,MDL B2,,BW,paper,addendum,,
St. John's,1957,1968,Fisher Rare Book Library,,COLOUR,paper,plans,110,
St. John's,1967,1968,MDL B2,,COLOUR,paper,plans,1-76,complete set
St. Joseph D'alma,1953,,MDL B2,,COLOUR,paper,plans,odds only,
St. Joseph De Sorel,1957,,Fisher Rare Book Library,,COLOUR,paper,plans,10,
St. Joseph De Sorel,1957,,MDL B2,,COLOUR,paper,plans,1-8,complete set
St. Lambert,1953,1956,Fisher Rare Book Library,,COLOUR,paper,plans,39,Includes Greenfield Park
St. Lambert,1953,1956,MDL B2,,COLOUR,paper,plans,1-21,incomplete set
St. Lambert,1956,,MDL B2,,COLOUR,paper,slips,Trans. 20,
St. Laurent,1954,,Fisher Rare Book Library,,COLOUR,paper,plans,105,
St. Laurent,1954,1961,MDL B2,,COLOUR,paper,plans,65-78,complete set
St. Laurent,1954,1972,MDL B2,,COLOUR,paper,plans,79-115,complete set
St. Laurent,1961,,MDL B2,,COLOUR,paper,slips,,
St. Lawrence,1956,,Fisher Rare Book Library,,COLOUR,paper,plans,14,
St. Lawrence,1956,,MDL B2,,COLOUR,paper,plans,1-11,complete set
St. Leonard,1957,,Fisher Rare Book Library,,COLOUR,paper,plans,13,
St. Leonard,1957,,MDL B2,,COLOUR,paper,plans,1-11,complete set
St. Lin,1926,,Fisher Rare Book Library,,COLOUR,paper,plans,3,
St. Martin's,1941,,Fisher Rare Book Library,,COLOUR,paper,plans,3,
St. Martin's,1941,,MDL B2,,COLOUR,paper,plans (large),1-3,complete set
St. Mary's,1919,1922,Fisher Rare Book Library,,COLOUR,paper,plans,7,
St. Mary's,1922,1929,MDL B2,,COLOUR,paper,slips,Trans. 1-4,
St. Ours,1896,,Fisher Rare Book Library,,COLOUR,paper,plans,1,
St. Peter's Bay,1956,,Fisher Rare Book Library,,COLOUR,paper,plans,4,
St. Peters C.B.,1926,1941,Fisher Rare Book Library,,COLOUR,paper,plans,1,
St. Philippe,1909,,Fisher Rare Book Library,,COLOUR,paper,plans,1,
St. Pie,1906,,Fisher Rare Book Library,,COLOUR,paper,plans,3,
St. Quentin,1950,,Fisher Rare Book Library,,COLOUR,paper,plans,3,
St. Quentin's,1950,,MDL B2,,COLOUR,paper,plans (large),1-3,complete set
St. Raymond,1926,,Fisher Rare Book Library,,COLOUR,paper,plans,4,
St. Remi,1909,1928,Fisher Rare Book Library,,COLOUR,paper,plans,4,
St. Romauld D'etchemin,1960,,Fisher Rare Book Library,,COLOUR,paper,plans,21,
St. Romauld D'etchemin,1960,,MDL B2,,COLOUR,paper,plans,1-18,complete set
St. Rose,1951,,Fisher Rare Book Library,,COLOUR,paper,plans,7,
St. Scholastique,1908,,Fisher Rare Book Library,,COLOUR,paper,plans,3,
St. Stephen,1950,,Fisher Rare Book Library,,COLOUR,paper,plans,16,
St. Stephen,1905,,MDL G 3401 G475 1878-,9076,BW,microfiche,,,
St. Stephen,1941,,MDL B2,,COLOUR,paper,slips,,
St. Stephen,1950,,MDL B2,,COLOUR,paper,plans (large),1-16,complete set
Ste. Therese,1955,1971,MDL B2,,COLOUR,paper,plans,1-26,complete set
St. Thomas,1922,1929,Fisher Rare Book Library,,COLOUR,paper,plans,18,index in dup.
St. Thomas,1922,1929,MDL B2,,COLOUR,paper,plans (large),1-17,complete set. Includes index
St. Timothee,1909,,Fisher Rare Book Library,,COLOUR,paper,plans,1,
St. Tite,1956,,Fisher Rare Book Library,,COLOUR,paper,plans,16,
St. Tite,1956,,MDL B2,,COLOUR,paper,plans,1-14,complete set
St. Vital,1961,,Fisher Rare Book Library,,COLOUR,paper,plans,34,
St. Vital,1961,,MDL B2,,COLOUR,paper,plans,1-24,
Stanbridge East,1897,,Fisher Rare Book Library,,COLOUR,paper,plans,1,
Stanley,1941,,MDL B2,,COLOUR,paper,plans (large),1-19,incomplete set (?)
Stanley,1941,,Fisher Rare Book Library,,COLOUR,paper,plans,1,
Stanstead Plain,1960,,Fisher Rare Book Library,,COLOUR,paper,plans,3,
Stanstead Plain,1960,,MDL B2,,COLOUR,paper,plans,1-6,complete set
Staples,1906,,Fisher Rare Book Library,,COLOUR,paper,plans,1,
Stayner,1924,,MDL B2,,COLOUR,paper,plans (large),1-3,complete set
Stayner,1924,,Fisher Rare Book Library,,COLOUR,paper,plans,3,
Ste. Adele,1956,,Fisher Rare Book Library,,COLOUR,paper,plans,17,
Ste. Adele,1956,,MDL B2,,COLOUR,paper,plans,1-15,complete set
Ste. Agathe Des Monts,1952,,Fisher Rare Book Library,,COLOUR,paper,plans,16,
Ste. Agathe Des Monts,1952,,MDL B2,,COLOUR,paper,plans,1-15,complete set
Ste. Anne De Beaupre,1964,,Fisher Rare Book Library,,COLOUR,paper,plans,11,
Ste. Anne De Beaupre,1964,,MDL B2,,COLOUR,paper,plans,1-7,complete set
Ste. Anne De Bellevue,1959,,MDL B2,,COLOUR,paper,plans,1-13,complete set
Ste. Anne De Bellevue??,1959,,Fisher Rare Book Library,,COLOUR,paper,plans,15,
Ste. Genevieve,1918,,Fisher Rare Book Library,,COLOUR,paper,plans,3,
Ste. Helene De Breakeyville,1960,,Fisher Rare Book Library,,COLOUR,paper,plans,8,
Ste. Helene De Breakeyville,1960,,MDL B2,,COLOUR,paper,plans,1-6,complete set
Ste. Julie De Somerset,1906,,Fisher Rare Book Library,,COLOUR,paper,plans,1,
Ste. Marie De Beauce,1932,,Fisher Rare Book Library,,COLOUR,paper,plans,7,
Ste. Thecle,1908,,Fisher Rare Book Library,,COLOUR,paper,plans,1,
Ste. Therese,1955,1971,Fisher Rare Book Library,,COLOUR,paper,plans,33,
Ste. Therese,1956,,MDL B2,,COLOUR,paper,slips,,
Stellarton,1962,,Fisher Rare Book Library,,COLOUR,paper,plans,14,
Stellarton,1962,,MDL B2,,COLOUR,paper,plans,1-11,complete set
Stephenville,1964,1969,Fisher Rare Book Library,,COLOUR,paper,plans,19,
Stephenville,1964,1969,MDL B2,,COLOUR,paper,plans,1-16,complete set
Stettler,1959,,Fisher Rare Book Library,,COLOUR,paper,plans,9,
Stevensville,1897,,Fisher Rare Book Library,,COLOUR,paper,plans,1,
Stevensville,1897,1909,MDL G 3401 G475 1878-,9713,BW,microfiche,,,
Stirling,1890,,MDL G 3401 G475 1878-,9714,BW,microfiche,,,
Stirling,1911,,Fisher Rare Book Library,,COLOUR,paper,plans,3,
Stony Creek,1939,,MDL G 3401 G475 1878-,9716,BW,microfiche,,,
Stouffville,1910,,Fisher Rare Book Library,,COLOUR,paper,plans,4,
Stouffville,1910,1924,MDL G 3401 G475 1878-,9718,BW,microfiche,,,
Stouffville,1924,,MDL B2,,COLOUR,paper,slips,Trans. 1-3,
Stratford,1908,1925,MDL G 3401 G475 1878-,16292,BW,microfiche,,,
Stratford,1908,1928,MDL G 3401 G475 1878-,9719,BW,microfiche,,,
Stratford,1949,,Fisher Rare Book Library,,COLOUR,paper,plans,31,
Strathroy,1929,,MDL B2,,COLOUR,paper,plans (large),1,incomplete set
Strathroy,1929,,Fisher Rare Book Library,,COLOUR,paper,atlas,7,
Streetsville,1884,[190?],MDL G 3401 G475 1878-,13973,BW,microfiche,,,
Streetsville,1939,,Fisher Rare Book Library,,COLOUR,paper,plans,3,
Sturgeon Falls,1949,,MDL B2,,COLOUR,paper,plans (large),1-9,complete set
Sturgeon Falls,1949,,Fisher Rare Book Library,,COLOUR,paper,plans,9,
Sturgeon Point,1938,,MDL G 3401 G475 1878-,7851,BW,microfiche,,,
Sudbury,1915-19,,MDL G 3401 G475 1878-,7858,BW,microfiche,,,
Sudbury & District,1957,,MDL B2,,COLOUR,paper,plans,1-75,complete set
Sudbury & District,1957,,Fisher Rare Book Library,,COLOUR,paper,plans,135,
Summerside,1937,,MDL B2,,COLOUR,paper,slips,,
Summerside,1949,,MDL B2,,BW,paper,slips,,index slip
Summerside,1956,1963,Fisher Rare Book Library,,COLOUR,paper,plans,1,
Sunderland,1885,[190?],MDL G 3401 G475 1878-,13974,BW,microfiche,,,
Sunderland,1910,,Fisher Rare Book Library,,COLOUR,paper,plans,2,
Sundridge,1896,,Fisher Rare Book Library,,COLOUR,paper,plans,1,
Sundridge,1896,,MDL B2,,COLOUR,paper,plans (large),1,complete set
Sussex,1955,,Fisher Rare Book Library,,COLOUR,paper,plans,22,
Sussex,1955,,MDL B2,,COLOUR,paper,plans,1-20,complete set
Sutton,1885,,MDL G 3401 G475 1878-,7854,BW,microfiche,,,
Sutton,1926,,Fisher Rare Book Library,,COLOUR,paper,plans,2,
Sutton,1929,,MDL B2,,COLOUR,paper,plans (large),1,incomplete set
Sutton,1929,,MDL B2,,COLOUR,paper,slips,Trans. 2,
Sutton,1939,,MDL G 3401 G475 1878-,7855,BW,microfiche,,,
Swastika,1928,1937,MDL G 3401 G475 1878-,7856,BW,microfiche,,,
Swastika,1952,,Fisher Rare Book Library,,COLOUR,paper,plans,4,
Swastika,1952,,MDL B2,,COLOUR,paper,plans,1-4,complete set
Swift Current,1957,1966,Fisher Rare Book Library,,COLOUR,paper,plans,26,
Sydenham,1898,,MDL G 3401 G475 1878-,7857,BW,microfiche,,,
Sydney,1957,1969,Fisher Rare Book Library,,COLOUR,paper,plans,58,
Sydney,1957,1969,MDL B2,,COLOUR,paper,plans,1-52,complete set
Sydney Mines,1958,,Fisher Rare Book Library,,COLOUR,paper,plans,18,
Sydney Mines,1958,,MDL B2,,COLOUR,paper,plans,1-18,complete set
Tadoussac,1906,,Fisher Rare Book Library,,COLOUR,paper,plans,2,
Tagenet,1897,,MDL G 3401 G475 1878-,9662,COLOUR,microfiche,,,
Tamworth,1885,1904,MDL G 3401 G475 1878-,13975,BW,microfiche,,,
Tara,1926,,Fisher Rare Book Library,,COLOUR,paper,plans,2,
Tara,1926,,MDL B2,,COLOUR,paper,plans (large),1-2,complete set
Tatamagouche,1900,1897,Fisher Rare Book Library,,COLOUR,paper,plans,1,
Tavistock,1894,1904,MDL G 3401 G475 1878-,9723,BW,microfiche,,,
Tavistock,1926,,Fisher Rare Book Library,,COLOUR,paper,plans,3,
Tavistock,1926,,MDL B2,,COLOUR,paper,plans (large),1-3,complete set
Teeswater,1904,,MDL G 3401 G475 1878-,13976,BW,microfiche,,,
"Tenton, On",1959,,MDL B2,,BW,paper,index,,streets
Terrace,1959,,Fisher Rare Book Library,,COLOUR,paper,plans,5,
Terrebonne,1956,,Fisher Rare Book Library,,COLOUR,paper,plans,16,
Terrebonne,1956,,MDL B2,,COLOUR,paper,plans,1-14,complete set
Thamesford,1899,1904,MDL G 3401 G475 1878-,10624,BW,microfiche,,,
Thamesville,1925,,Fisher Rare Book Library,,COLOUR,paper,plans,3,
Thamesville,1925,,MDL B2,,COLOUR,paper,plans (large),1-3,complete set
Thedford,1884,1900,MDL G 3401 G475 1878-,13977,BW,microfiche,,,
Thedford,1906,,MDL G 3401 G475 1878-,9726,BW,microfiche,,,
The Pas,1962,,Fisher Rare Book Library,,COLOUR,paper,plans,12,
The Pas,1962,,MDL B2,,COLOUR,paper,plans,1-8,complete set
Thessalon,1922,,Fisher Rare Book Library,,COLOUR,paper,plans,8,
Thessalon,1922,,MDL B2,,COLOUR,paper,plans (large),1-7,complete set
Thetford Mines,1959,,Fisher Rare Book Library,,COLOUR,paper,plans,53,
Thetford Mines,1959,,MDL B2,,COLOUR,paper,plans,"1-38, 41-46",incomplete set
Thompson,1961,,Fisher Rare Book Library,,COLOUR,paper,plans,11,
Thompson,1961,,MDL B2,,COLOUR,paper,plans,1-4,incomplete set
Thornbury,1890,,MDL G 3401 G475 1878-,51404,BW,microfiche,,,
Thornbury,1890,,MDL G 3401 G475 1878-,9730,BW,microfiche,,,
Thornbury,1925,,Fisher Rare Book Library,,COLOUR,paper,plans,4,
Thornbury,1925,,MDL B2,,COLOUR,paper,plans (large),1-4,complete set
Thornhill,1910,,Map and Data Library,,BW,Digital; DVD-[238],plans,1,
Thorold,1897,,MDL G 3401 G475 1878-,9732,BW,microfiche,,1-3,complete set
Thorold,1914,,MDL G 3401 G475 1878-,9733,BW,microfiche,,,
Thorold,1922,,MDL G 3401 G475 1878-,31793,BW,microfiche,,Only sheet 10,incomplete set
Thorold,1943,1945,MDL G 3401 G475 1878-,33007,BW,microfiche,,,
Thunder Bay,1961,,Fisher Rare Book Library,,COLOUR,paper,plans,89,Vol.1
Thunder Bay,1961,,Fisher Rare Book Library,,COLOUR,paper,plans,80,Vol.2
Thunder Bay,1961,,MDL B2,,COLOUR,paper,plans,1-87,Vol. 1 (complete set)
Thunder Bay,1961,,MDL B2,,COLOUR,paper,plans,1-78,Vol. 2 (complete set)
Thunder Bay,1970,,MDL B2,,BW,paper,index,,streets and blocks
Tignish,1956,,Fisher Rare Book Library,,COLOUR,paper,plans,4,
Tilbury,1890,1906,MDL G 3401 G475 1878-,9731,BW,microfiche,,,
Tilbury,1921,,Fisher Rare Book Library,,COLOUR,paper,plans,3,
Tilbury,1921,,MDL B2,,COLOUR,paper,plans (large),1-3,complete set
Tilbury,1954,,MDL B2,,BW,paper,index,,streets
Tillsonburg,1954,,Fisher Rare Book Library,,COLOUR,paper,plans,30,
Timmins,1955,,MDL B2,,COLOUR,paper,plans,1-38,complete set
Tiverton,1894,,MDL G 3401 G475 1878-,9735,BW,microfiche,,,
Tiverton,1894,1904,MDL G 3401 G475 1878-,9736,BW,microfiche,,,
Toledo,1897,,MDL G 3401 G475 1878-,9737,BW,microfiche,,,
Toronto,1880,1890,MDL G 1149 T7G6 1984 MAPL,,BW/COLOUR,paper,atlas,,
Toronto,1880,,Map and Data Library,,COLOUR,Digital,atlas,,Atlas Index
Toronto,1880,1884,MDL G 3524 T6 G475 1880-1924,,BW,microfilm,plans and atlases,,
Toronto,1884,,MDL G 3401 G475 1878-,,COLOUR,Digital; CD-ROM[043]; DVD-[100],atlas,,Atlas Index
Toronto,1889,,CIHM mfe 25002-4 (Media Commons),,BW,microfiche,plans,,3 parts
Toronto,1889,,Map and Data Library,,COLOUR,Digital,plans,,Vol 1
Toronto,1890,1904,Map and Data Library,,BW,Digital,plans,,Vol 5
Toronto,1890,1903,MDL G 1149 T7G6 1903a MAPL Fo,,BW,,atlas,,
Toronto,1890,,MDL G 3401 G475 1878-,,COLOUR,Digital; CD-ROM[044]; DVD-[100],atlas,,
Toronto,1892,,Map and Data Library,,COLOUR,Digital,plans,,Vol 1
Toronto,1892,,MDL G 3401 G475 1878-,,COLOUR,Digital; CD-ROM[045],atlas,,
Toronto,1893,,MDL G 3401 G475 1878-,,COLOUR,Digital; CD-ROM[046],atlas,,Atlas Index
Toronto,1897,1916,Map and Data Library,,BW,Digital; DVD-[239],plans,,Vol 9
Toronto,1899,,MDL G 3401 G475 1878-,,COLOUR,Digital; CD-ROM[047]; DVD-[100],atlas,,Atlas Index
