Area,Date,Revision,Location,NMC,Description,Format,Type,Sheets,Notes
Windsor,1956,,Fisher Rare Book Library,,COLOUR,paper,plans,9,
"Windsor, NF",1956,,MDL B2,,COLOUR,paper,plans,7-Jan,complete set
"Windsor, NS",1959,,MDL B2,,COLOUR,paper,plans,19-Jan,complete set
WINDSOR,1920,1937,MDL G 3401 G475 1878-,95882,BW,microfiche,,,
WINDSOR,1920,1937,MDL G 3401 G475 1878-,95883,BW,microfiche,,,
WINDSOR,1920,1937,MDL G 3401 G475 1878-,95880,BW,microfiche,,,
Windsor Mills,1926,,Fisher Rare Book Library,,COLOUR,paper,plans,10,
Wingham,1928,,Fisher Rare Book Library,,COLOUR,paper,plans,8,1904
Wingham,1930,,MDL B2,,COLOUR,paper,slips,,
Winnipeg,1955,1963,Fisher Rare Book Library,,COLOUR,paper,plans,99,Vol.1
Winnipeg,1956,1964,Fisher Rare Book Library,,COLOUR,paper,plans,96,Vol.2
Winnipeg,1957,1965,Fisher Rare Book Library,,COLOUR,paper,plans,67,Vol.3
Winnipeg,1957,1963,Fisher Rare Book Library,,COLOUR,paper,plans,58,Vol.4
Winnipeg,1958,,Fisher Rare Book Library,,COLOUR,paper,plans,22,Vol.5
Winnipeg,1958,1969,Fisher Rare Book Library,,COLOUR,paper,plans,36,Vol.6
WINNIPEG,1891,,MDL G 3401 G475 1878-,13990,BW,microfiche,,,
WINNIPEG,1901,,MDL G 3401 G475 1878-,10578,BW,microfiche,,,
WINNIPEG,1906,,MDL G 3401 G475 1878-,10708,BW,microfiche,,,
WINNIPEG,1909,,MDL G 3401 G475 1878-,10577,COLOUR,microfiche,,,
WINNIPEG,1912,,MDL G 3401 G475 1878-,48289,BW,microfiche,,,
WINNIPEG,1917,,MDL G 3401 G475 1878-,10177,BW,microfiche,,,
WINNIPEG,1917,,MDL G 3401 G475 1878-,10174,BW,microfiche,,,
WINNIPEG,1918,,MDL G 3401 G475 1878-,10175,BW,microfiche,,,
WINNIPEG,1919,,MDL G 3401 G475 1878-,10178,BW,microfiche,,,
WINNIPEG,1920,,MDL G 3401 G475 1878-,10159,BW,microfiche,,,
WINNIPEG,1926,,MDL G 3401 G475 1878-,32983,BW,microfiche,,,
WINNIPEG,1928,,MDL G 3401 G475 1878-,32984,BW,microfiche,,,
WINNIPEG,1906,1915,MDL G 3401 G475 1878-,48290,BW,microfiche,,,
WINNIPEG,1880,,MDL G 3401 G475 1878-,17781,BW,microfiche,,,
WINNIPEG,1917,,MDL G 3401 G475 1878-,10176,BW,microfiche,,,
Winnipeq,1958,1969,Fisher Rare Book Library,,COLOUR,paper,plans,32,Vol.7
Wolfeville,1962,,Fisher Rare Book Library,,COLOUR,paper,plans,17,
Wolfville,1962,,MDL B2,,COLOUR,paper,plans,8-Jan,complete set
Woodbridge,1926,,Fisher Rare Book Library,,COLOUR,paper,plans,4,
Woodstock,1913,1949,Fisher Rare Book Library,,COLOUR,paper,plans,34,18 sh. 22 sections
Woodstock,1913,1932,MDL B2,,COLOUR,paper,plans (large),"5-7, 9, 10, 25, 26",incomplete set
Woodstock,1919,,MDL B2,,COLOUR,paper,slips,"Trans. 12-14, 17",
Woodstock,1947,,Fisher Rare Book Library,,COLOUR,paper,plans,18,
Woodstock,1947,,MDL B2,,COLOUR,paper,plans (large),12,printed on back of Humber Bay plans (large)
WOODSTOCK,1913,1928,MDL G 3401 G475 1878-,29826,BW,microfiche,,,
WOODSTOCK,1913,1932,MDL G 3401 G475 1878-,29825,BW,microfiche,,,
"Woodstock, NB",1947,,MDL B2,,COLOUR,paper,plans (large),"1-5, 7, 13-15, 17, 18","incomplete set. Shelburne, Joliette, and Toronto slips, Windsor and Humber Bay plans (large) printed on backs"
Woodville,1910,,Fisher Rare Book Library,,COLOUR,paper,plans,2,
Wooler,1904,,Fisher Rare Book Library,,COLOUR,paper,plans,1,
Wroxeter,1894,,Fisher Rare Book Library,,COLOUR,paper,plans,1,
WROXETER,1894,1904,MDL G 3401 G475 1878-,9788,BW,microfiche,,,
Wyoming,1906,,Fisher Rare Book Library,,COLOUR,paper,plans,1,3 sh.
Yarmouth,1955,,Fisher Rare Book Library,,COLOUR,paper,plans,37,
Yarmouth,1955,,MDL B2,,COLOUR,paper,plans,Jan-37,complete set
YELLOWKNIFE,1948,,MDL G 3401 G475 1878-,7859,BW,microfiche,,,
Yorkton,1957,1965,Fisher Rare Book Library,,COLOUR,paper,plans,22,
YORKVILLE,[1884],,MDL G 3401 G475 1878-,13985,BW,microfiche,,,
ZURICH,1896,,MDL G 3401 G475 1878-,9791,BW,microfiche,,,
ZURICH,1886,1904,MDL G 3401 G475 1878-,13986,BW,microfiche,,,
